cell_id,fr_state,nrg_state,reward,terminated,truncated,cumulative_reward,average_reward
8,-4.0,6.510646e-05,-0.22883687805204486,0,0,-0.22883687805204486,-0.22883687805204486
8,19.0,8.516088e-05,-0.15522773157625291,0,0,-0.3840646096282978,-0.1920323048141489
8,6.0,8.7500426e-05,-0.20367023538618184,0,0,-0.5877348450144797,-0.19591161500482657
8,18.0,7.5518146e-05,-0.1540427256730089,0,0,-0.7417775706874886,-0.18544439267187215
8,41.0,0.00010215309,-0.08372382115392779,0,0,-0.8255013918414165,-0.16510027836828328
8,10.0,5.848526e-05,-0.17461716424493884,0,0,-1.0001185560863552,-0.16668642601439254
8,2.0,4.073719e-05,-0.19483405839471912,0,0,-1.1949526144810743,-0.17070751635443918
8,4.0,7.509624e-05,-0.20474086295633412,0,0,-1.3996934774374084,-0.17496168467967604
8,0.0,4.9874252e-05,-0.20667530786066152,0,0,-1.60636878529807,-0.17848542058867445
8,41.0,5.844156e-05,-0.06186805259256456,0,0,-1.6682368378906345,-0.16682368378906345
8,8.0,0.00013751167,-0.22140308808355424,0,0,-1.8896399259741887,-0.17178544781583535
8,-2.0,1.5690763e-05,-0.1968562838044653,0,0,-2.086496209778654,-0.17387468414822116
8,27.0,8.572716e-05,-0.12641994248895738,0,0,-2.2129161522676113,-0.17022431940520086
8,12.0,0.00012978657,-0.20299509953527545,0,0,-2.415911251802887,-0.17256508941449192
8,27.0,0.0001406707,-0.15389171432523824,0,0,-2.569802966128125,-0.171320197741875
8,20.0,0.000116661126,-0.16734149645834062,0,0,-2.737144462586466,-0.1710715289116541
8,12.0,0.00012520106,-0.2007023413088808,0,0,-2.9378468038953467,-0.17281451787619687
8,37.0,0.00010576939,-0.10007741045026872,0,0,-3.0379242143456153,-0.1687735674636453
8,22.0,0.00010292504,-0.15320068191557024,0,0,-3.1911248962611856,-0.16795394190848345
8,-26.0,0.00010656152,-0.32956440638570883,0,0,-3.520689302646894,-0.17603446513234472
8,28.0,3.3230262e-05,-0.09653513323335741,0,0,-3.6172244358802517,-0.17224878266096436
8,-4.0,0.00011983043,-0.25619886111288165,0,0,-3.8734232969931335,-0.1760646953178697
8,37.0,0.00010086195,-0.09762368988065813,0,0,-3.9710469868737914,-0.17265421682059962
8,19.0,0.00014151393,-0.18340425681142902,0,0,-4.15445124368522,-0.17310213515355086
8,53.0,0.000113432674,-0.04572724293737505,0,0,-4.200178486622596,-0.16800713946490384
8,43.0,0.00010177141,-0.07626025866537187,0,0,-4.276438745287968,-0.16447841328030646
8,-14.0,9.461517e-05,-0.27995485853223895,0,0,-4.556393603820207,-0.16875531866000767
8,-18.0,5.5720357e-05,-0.2750529159214983,0,0,-4.831446519741705,-0.1725516614193466
8,0.0,4.8082424e-05,-0.20577939491539096,0,0,-5.037225914657096,-0.17369744533300333
8,45.0,5.7933867e-05,-0.047068764677334764,0,0,-5.084294679334431,-0.1694764893111477
8,20.0,8.490168e-05,-0.15146177302866076,0,0,-5.235756452363092,-0.16889536943106748
8,-2.0,0.00018813131,-0.2830765564349184,0,0,-5.51883300879801,-0.17246353152493782
8,23.0,4.5720746e-05,-0.12096217613487338,0,0,-5.639795184932884,-0.17090288439190557
8,43.0,0.00012510303,-0.08792606781988238,0,0,-5.727721252752766,-0.16846238978684605
